api_name;req_id;source;return_code_notes;errno_symbols;param_validation_expected;state_error_expected;success_expected;notes
pthread_condattr_destroy;REQ-API-0148;User Manual;MPX_SUCCESS (0) Successful condition variable attributes destroy. | EINVAL Invalid condition variable attributes pointer. | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. There is no preemption possible with this service. | Stack Usage Estimate: | From the location where this API is called, there should be at least (32 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From: | This service is callable only from the thread context, i.e., it may not be called from an interrupt handler. | See Also:;EINVAL;"On invalid parameters: return indicates failure; errno in {EINVAL}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_condattr_getpshared;REQ-API-0149;User Manual;MPX_SUCCESS (0) Successful condition variable attributes process | sharing designation retrieval. | EINVAL Invalid condition variable attributes or process sharing designation pointer. | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. There is no preemption possible with this service. | Stack Usage Estimate: | From the location where this API is called, there should be at least (40 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From: | This service is callable only from the thread context, i.e., it may not be called from an interrupt handler.;EINVAL;"On invalid parameters: return indicates failure; errno in {EINVAL}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_condattr_init;REQ-API-0150;User Manual;MPX_SUCCESS (0) Successful condition variable attributes structure | creation. | EINVAL Invalid condition variable attributes pointer. | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. There is no preemption possible with this service. | Stack Usage Estimate: | From the location where this API is called, there should be at least (32 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From: | This service is callable only from the thread context, i.e., it may not be called from an interrupt handler.;EINVAL;"On invalid parameters: return indicates failure; errno in {EINVAL}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_condattr_setpshared;REQ-API-0151;User Manual;MPX_SUCCESS (0) Successful condition variable attributes process | sharing designation selection. | EINVAL Invalid condition variable attributes structure or invalid process sharing designation. | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. There is no preemption possible with this service. | Stack Usage Estimate: | From the location where this API is called, there should be at least (40 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From: | This service is callable only from the thread context, i.e., it may not be called from an interrupt handler.;EINVAL;"On invalid parameters: return indicates failure; errno in {EINVAL}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_create;REQ-API-0152;User Manual;MPX_SUCCESS (0) Successful new thread creation. | EINVAL Invalid argument(s). | EAGAIN Not enough resources to create the thread. | Real-time Scenarios: | Upon the successful execution of this service, the following real-time scenarios are possible: | NO PREEMPTION. There is no preemption if the newly created thread has the same or less priority than the calling thread. This service returns immediately after the creation of the new thread. | PREEMPTION. If the newly created thread has a higher priority than the calling thread, the calling thread is preempted, and execution takes place in the newly created thread prior to returning from this service. | Stack Usage Estimate: | From the location where this API is called, there should be at least (192 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From:;EAGAIN,EINVAL;"On invalid parameters: return indicates failure; errno in {EAGAIN, EINVAL}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_detach;REQ-API-0153;User Manual;MPX_SUCCESS (0) Successful detach of thread. | EINVAL Specified thread was already detached or not in a joinable state. | ESRCH Specified thread could not be found. | Real-time Scenarios: | Upon the successful execution of this service, the following real-time scenarios are possible: | NO PREEMPTION. There is no preemption possible with this service. | Stack Usage Estimate: | From the location where this API is called, there should be at least (40 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From: | This service is callable only from the thread context, i.e., it may not be called from an interrupt handler.;EINVAL,ESRCH;"On invalid parameters: return indicates failure; errno in {EINVAL, ESRCH}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_equal;REQ-API-0154;User Manual;0 A value of zero is returned if the handles are not the same. | 1 A value of 1 is returned if the handles are the same. | Real-time Scenarios: | Upon the successful execution of this service, the following real-time scenarios are possible: | NO PREEMPTION. There is no preemption possible with this service. | Stack Usage Estimate: | From the location where this API is called, there should be at least (8 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From: | This service is callable only from the thread context, i.e., it may not be called from an interrupt handler. | See Also:;;"On invalid parameters: return indicates failure; errno is set (exact mapping TBD).";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_exit;REQ-API-0155;User Manual;none | Real-time Scenarios: | Upon the successful execution of this service, the following real-time scenarios are possible: | PREEMPTION. If a higher-priority thread has joined this thread, the exit processing will resume its execution, and preemption will occur. | SUSPENSION. Once the currently executing thread exit processing is complete, the thread enters a permanent terminated state of suspension. | Stack Usage Estimate: | From the location where this API is called, there should be at least (80 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From: | This service is callable only from the thread context, i.e., it may not be called from an interrupt handler. | See Also:;;"On invalid parameters: return indicates failure; errno is set (exact mapping TBD).";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_join;REQ-API-0156;User Manual;MPX_SUCCESS (0) Successful thread join. | EINVAL Thread specified is not joinable. | ESRCH Thread specified is not a valid thread. | EDEADLK Thread is attempting to join with itself, which would create a deadlock. | Real-time Scenarios: | Upon the successful execution of this service, the following real-time scenarios are possible: | SUSPENSION. Once the currently executing thread is joined with the thread specified, it enters a suspended state. The highest priority ready thread will then start executing. | Stack Usage Estimate: | From the location where this API is called, there should be at least (100 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From:;EDEADLK,EINVAL,ESRCH;"On invalid parameters: return indicates failure; errno in {EDEADLK, EINVAL, ESRCH}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_mutex_destroy;REQ-API-0157;User Manual;MPX_SUCCESS (0) Successful mutex destroy. | EINVAL Invalid mutex handle. | EBUSY A thread currently owns the mutex. | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. There is no preemption possible with this service. | Stack Usage Estimate: | From the location where this API is called, there should be at least (80 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From: | This service is callable only from the thread context, i.e., it may not be called from an interrupt handler.;EBUSY,EINVAL;"On invalid parameters: return indicates failure; errno in {EBUSY, EINVAL}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_mutex_init;REQ-API-0158;User Manual;MPX_SUCCESS (0) Successful mutex initialization. | EINVAL Invalid mutex handle pointer or mutex attributes. | EBUSY Mutex has already been created. | ENOMEM Insufficient memory to create a mutex. | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. There is no preemption possible with this service. | Stack Usage Estimate: | From the location where this API is called, there should be at least (120 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From:;EBUSY,EINVAL,ENOMEM;"On invalid parameters: return indicates failure; errno in {EBUSY, EINVAL, ENOMEM}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_mutex_lock;REQ-API-0159;User Manual;MPX_SUCCESS (0) Successful mutex lock. | EDEADLK Thread already owns mutex (non-recursive mutex). | EINVAL Invalid mutex handle pointer. | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. No preemption occurs if the mutex is available and ownership is assigned to the calling thread. | SUSPENSION. If another thread already owns the mutex, the calling thread is suspended until the other thread releases ownership via pthread_mutex_unlock. | Stack Usage Estimate: | From the location where this API is called, there should be at least (136 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From:;EDEADLK,EINVAL;"On invalid parameters: return indicates failure; errno in {EDEADLK, EINVAL}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_mutex_trylock;REQ-API-0160;User Manual;MPX_SUCCESS (0) Successful mutex lock. | EDEADLK Thread already owns mutex (non-recursive mutex). | EBUSY Another thread already owns the mutex. | EINVAL Invalid mutex handle pointer. | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. No preemption occurs if the mutex is available and ownership is assigned to the calling thread. | Stack Usage Estimate: | From the location where this API is called, there should be at least (32 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From:;EBUSY,EDEADLK,EINVAL;"On invalid parameters: return indicates failure; errno in {EBUSY, EDEADLK, EINVAL}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_mutex_unlock;REQ-API-0161;User Manual;MPX_SUCCESS (0) Successful mutex unlock. | EINVAL Invalid mutex handle pointer. | EPERM Calling thread does not own the mutex. | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. If no other threads are waiting for the mutex, no preemption occurs. | PREEMPTION. If a higher-priority thread is waiting for the mutex, when it is given the mutex, the waiting thread is resumed, and preemption will occur. | Stack Usage Estimate: | From the location where this API is called, there should be at least (168 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From:;EINVAL,EPERM;"On invalid parameters: return indicates failure; errno in {EINVAL, EPERM}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_mutexattr_destroy;REQ-API-0162;User Manual;MPX_SUCCESS (0) Successful mutex attributes destroy. | EINVAL Invalid mutex attributes pointer. | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. There is no preemption possible with this service. | Stack Usage Estimate: | From the location where this API is called, there should be at least (32 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From: | This service is callable only from the thread context, i.e., it may not be called from an interrupt handler. | See Also:;EINVAL;"On invalid parameters: return indicates failure; errno in {EINVAL}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_mutexattr_getprotocol;REQ-API-0163;User Manual;MPX_SUCCESS (0) Successful mutex attributes mutex protocol | retrieval. | EINVAL Invalid mutex attributes or mutex protocol pointer. | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. There is no preemption possible with this service. | Stack Usage Estimate: | From the location where this API is called, there should be at least (40 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From: | This service is callable only from the thread context, i.e., it may not be called from an interrupt handler.;EINVAL;"On invalid parameters: return indicates failure; errno in {EINVAL}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_mutexattr_getpshared;REQ-API-0164;User Manual;MPX_SUCCESS (0) Successful mutex attributes process sharing | designation retrieval. | EINVAL Invalid mutex attributes or process sharing designation pointer. | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. There is no preemption possible with this service. | Stack Usage Estimate: | From the location where this API is called, there should be at least (40 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From: | This service is callable only from the thread context, i.e., it may not be called from an interrupt handler.;EINVAL;"On invalid parameters: return indicates failure; errno in {EINVAL}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_mutexattr_gettype;REQ-API-0165;User Manual;MPX_SUCCESS (0) Successful mutex attributes mutex type retrieval. | EINVAL Invalid mutex attributes or mutex type pointer. | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. There is no preemption possible with this service. | Stack Usage Estimate: | From the location where this API is called, there should be at least (40 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From: | This service is callable only from the thread context, i.e., it may not be called from an interrupt handler. | See Also:;EINVAL;"On invalid parameters: return indicates failure; errno in {EINVAL}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_mutexattr_init;REQ-API-0166;User Manual;MPX_SUCCESS (0) Successful mutex attributes structure creation. | EINVAL Invalid mutex attributes pointer. | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. There is no preemption possible with this service. | Stack Usage Estimate: | From the location where this API is called, there should be at least (32 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From: | This service is callable only from the thread context, i.e., it may not be called from an interrupt handler. | See Also:;EINVAL;"On invalid parameters: return indicates failure; errno in {EINVAL}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_mutexattr_setprotocol;REQ-API-0167;User Manual;MPX_SUCCESS (0) Successful mutex attributes mutex protocol set. | EINVAL Invalid mutex attributes or mutex protocol. Note that PTHREAD_PRIO_PROTECT is not currently supported. | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. There is no preemption possible with this service. | Stack Usage Estimate: | From the location where this API is called, there should be at least (40 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From: | This service is callable only from the thread context, i.e., it may not be called from an interrupt handler. | See Also:;EINVAL;"On invalid parameters: return indicates failure; errno in {EINVAL}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_mutexattr_setpshared;REQ-API-0168;User Manual;MPX_SUCCESS (0) Successful mutex attributes process sharing | designation selection. | EINVAL Invalid mutex attributes or invalid process sharing designation. | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. There is no preemption possible with this service. | Stack Usage Estimate: | From the location where this API is called, there should be at least (40 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From: | This service is callable only from the thread context, i.e., it may not be called from an interrupt handler.;EINVAL;"On invalid parameters: return indicates failure; errno in {EINVAL}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_mutexattr_settype;REQ-API-0169;User Manual;MPX_SUCCESS (0) Successful mutex attributes mutex type set. | EINVAL Invalid mutex attributes or mutex type. | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. There is no preemption possible with this service. | Stack Usage Estimate: | From the location where this API is called, there should be at least (40 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the context of the application. | Callable From: | This service is callable only from the thread context, i.e., it may not be called from an interrupt handler. | See Also:;EINVAL;"On invalid parameters: return indicates failure; errno in {EINVAL}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_self;REQ-API-0170;User Manual;pthread_t Handle of the currently running thread. | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. There is no preemption possible with this service. | Stack Usage Estimate: | From the location where this API is called, there should be at least (8 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From: | This service is callable only from the thread context, i.e., it may not be called from an interrupt handler. | See Also: | pthread_equal;;"On invalid parameters: return indicates failure; errno is set (exact mapping TBD).";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_setcancelstate;REQ-API-0171;User Manual;MPX_SUCCESS (0) Successful change of calling thread’s cancel | state. | EINVAL Invalid cancel state. | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. There is no preemption possible with this service. | Stack Usage Estimate: | From the location where this API is called, there should be at least (120 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From: | This service is callable only from the thread context, i.e., it may not be called from an interrupt handler.;EINVAL;"On invalid parameters: return indicates failure; errno in {EINVAL}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_setcanceltype;REQ-API-0172;User Manual;MPX_SUCCESS (0) Successful change of calling thread’s cancel type. | EINVAL Invalid cancel type. | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. There is no preemption possible with this service. | Stack Usage Estimate: | From the location where this API is called, there should be at least (120 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From: | This service is callable only from the thread context, i.e., it may not be called from an interrupt handler. | See Also:;EINVAL;"On invalid parameters: return indicates failure; errno in {EINVAL}.";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
pthread_testcancel;REQ-API-0173;User Manual;none | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. If a cancel request is not pending for the calling thread, there is no preemption possible with this service. | SUSPENSION. If cancellation is pending, the calling thread is suspended due to termination. | Stack Usage Estimate: | From the location where this API is called, at least (96 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack should be available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From: | This service is callable only from the thread context, i.e., it may not be called from an interrupt handler. | See Also:;;"On invalid parameters: return indicates failure; errno is set (exact mapping TBD).";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
sched_yield;REQ-API-0174;User Manual;MPX_SUCCESS (0) Successful thread yield. | Real-time Scenarios: | Upon the successful completion of this service, the following real-time scenarios are possible: | NO PREEMPTION. If no other threads of the same priority are ready for execution, this service returns without preemption. | PREEMPTION. If other threads are ready for execution at the same priority level, the other thread(s) will execute before this service returns. | Stack Usage Estimate: | From the location where this API is called, at least (8 + MPX_BINDING_STACK_FRAME_SIZE) bytes of stack should be available. This estimate is based on a typical 32-bit architecture. Stack usage should be verified in the application context. | Callable From: | This service is callable only from the thread context, i.e., it may not be called from an interrupt handler. | See Also:;;"On invalid parameters: return indicates failure; errno is set (exact mapping TBD).";"On invalid lifecycle/state: return indicates failure; errno set per User Manual (TBD).";"On success: return indicates success; errno unchanged/expected (TBD).";Fill when hardening
